stop_id,stop_name,stop_lat,stop_lon,stop_count_3km,stop_count_800m,density_norm,walkzone_norm,avg_Morning_freq,Morning_freq_norm,Morning_LMCI,avg_Midday_freq,Midday_freq_norm,Midday_LMCI,avg_Evening_freq,Evening_freq_norm,Evening_LMCI,LMCI_mean,LMCI,LMCI_old,temporal_gap,Morning_category,Midday_category,Evening_category,category,service_class,stop_count,demand_count,demand_norm,LMCI_new,LMCI_new2,desert_windows,n_desert_windows,desert_severity,is_persistent_desert,temporal_gap_flag,priority_score
RTC,RTC Cross Roads,17.4070321,78.4968023,641.3,10,0.3618844984802431,0.5714285714285714,7.422592592592593,0.16229113565562164,3.030015606452274,11.261481481481482,0.1224015486648357,2.8704572584891297,13.766458333333333,0.061763763446539534,2.6279061176159453,2.8427929941857832,3.030015606452274,2.8427929941857832,0.15955834796314416,Transit Desert,Transit Desert,Transit Desert,Transit Desert,Transit Desert,641.3,23,0.48936170212765956,3.425800129809873,3.425800129809873,"['Morning', 'Midday', 'Evening']",3,Persistent,True,False,5.982179032241602
MSH,Musheerabad,17.4178744,78.4995051,441.3,6,0.24030395136778115,0.2857142857142857,8.847222222222221,0.2167587085811385,2.3542688768777458,11.543981481481481,0.13178327078572377,2.0143671256960864,14.900716145833334,0.08860301237697848,1.8416460920611055,2.070094031544979,2.3542688768777458,2.070094031544979,0.33990175118165933,Transit Desert,Transit Desert,Transit Desert,Transit Desert,Transit Desert,441.3,34,0.723404255319149,3.1133971213713707,3.1133971213713707,"['Morning', 'Midday', 'Evening']",3,Persistent,True,False,7.074262099919407
GNH,Gandhi Hospital,17.4255155,78.501956,183.0,6,0.08328267477203648,0.2857142857142857,10.833333333333334,0.29269328802039085,1.8729008116560317,10.666666666666666,0.10264796528083527,1.1127195206978093,16.5,0.1264458881318333,1.2079112121018014,1.397843848151881,1.8729008116560317,1.397843848151881,0.7601812909582224,Transit Desert,Transit Desert,Transit Desert,Transit Desert,Transit Desert,183.0,21,0.44680851063829785,2.414700064302371,2.414700064302371,"['Morning', 'Midday', 'Evening']",3,Persistent,True,False,8.024377316869918
SCR,Secunderabad West,17.4338034,78.4995181,776.3,3,0.443951367781155,0.07142857142857142,27.985449735449738,0.9484666423918762,6.085051979901851,36.55555555555556,0.9624085372245634,6.1408195592326,53.417410714285715,1.0,6.2911854103343465,6.1723523164896,6.085051979901851,6.1723523164896,-0.05576757933074905,Moderate,Moderate,Moderate,Moderate,Moderate,776.3,37,0.7872340425531915,6.161456956578252,6.161456956578252,[],0,None,False,False,1.2763938111902695
JBS,JBS Parade Ground,17.4444775,78.497584,529.0,5,0.2936170212765957,0.21428571428571427,11.0,0.2990654205607477,2.878632502911684,14.105263157894736,0.21684250250760556,2.5497408306991147,19.25,0.1915174562932446,2.4484406458416714,2.62560465981749,2.878632502911684,2.62560465981749,0.3288916722125692,Transit Desert,Transit Desert,Transit Desert,Transit Desert,Transit Desert,529.0,18,0.3829787234042553,2.9702852029656563,2.9702852029656563,"['Morning', 'Midday', 'Evening']",3,Persistent,True,False,6.289139069628137
NAG,Nagole,17.3907683,78.5588222,389.5,3,0.2088145896656535,0.07142857142857142,14.416091954022988,0.4296721647672341,2.834190178825775,17.366666666666667,0.32515252531605765,2.4161116210210696,20.044270833333336,0.2103118012641068,1.9567487248132662,2.402350174886704,2.834190178825775,2.402350174886704,0.4180785578047055,Transit Desert,Transit Desert,Transit Desert,Transit Desert,Transit Desert,389.5,1,0.02127659574468085,2.373761391274985,2.373761391274985,"['Morning', 'Midday', 'Evening']",3,Persistent,True,False,6.604672614467875
UPL,Uppal,17.4000665,78.5601868,638.0,7,0.35987841945288757,0.35714285714285715,28.355555555555554,0.9626168224299065,6.007002244126921,37.46666666666667,0.9926662054217247,6.127199776094193,45.7,0.8173876300639096,5.426085474662933,5.853429164961349,6.007002244126921,5.853429164961349,-0.12019753196727212,Moderate,Moderate,Moderate,Moderate,Moderate,638.0,7,0.14893617021276595,5.3878518876232135,5.3878518876232135,[],0,None,False,False,1.7271393026609916
STD,Stadium,17.4074002,78.5542531,285.0,2,0.1452887537993921,0.0,12.68888888888889,0.3636363636363637,2.180989223542415,20.57777777777778,0.4317923559133699,2.4536131926504403,24.0,0.30391380129931866,1.9420989741942352,2.192233796795697,2.180989223542415,2.192233796795697,-0.2726239691080252,Transit Desert,Transit Desert,Transit Desert,Transit Desert,Transit Desert,285.0,7,0.14893617021276595,2.0046421663442944,2.0046421663442944,"['Morning', 'Midday', 'Evening']",3,Persistent,True,False,6.901637603227211
NGR,NGRI,17.4148264,78.5463345,266.0,5,0.1337386018237082,0.21428571428571427,9.692307692307692,0.24906868832102477,1.8792534766883544,16.05128205128205,0.2814690812678108,2.008855048475499,19.153846153846153,0.18924222663725118,1.6399476299532603,1.8426853850390377,1.8792534766883544,1.8426853850390377,-0.12960157178714438,Transit Desert,Transit Desert,Transit Desert,Transit Desert,Transit Desert,266.0,4,0.0851063829787234,1.7889136614032217,1.7889136614032217,"['Morning', 'Midday', 'Evening']",3,Persistent,True,False,7.395666869823458
HSG,Habsiguda,17.42018,78.540548,471.0,3,0.25835866261398177,0.07142857142857142,10.76923076923077,0.29024246781256136,2.5241917557487255,24.46153846153846,0.5607706338569914,3.6063044199264462,28.807692307692307,0.4176752840989887,3.0339230208944343,3.054806398856535,2.5241917557487255,3.054806398856535,-1.0821126641777208,Transit Desert,Transit Desert,Transit Desert,Transit Desert,Transit Desert,471.0,5,0.10638297872340426,2.186821281720864,2.186821281720864,"['Morning', 'Midday', 'Evening']",3,Persistent,True,False,5.682532907998928
