stations_simulated,scenarios_tested,top_interventions_evaluated,estimated_daily_ridership_gain,estimated_daily_conversion_gain,mean_lmci_gain,persistent_deserts_targeted,multimodal_projects_recommended,feeder_projects_recommended
57,5,10,1035.26112,186.3470016,2.3881,9,10,0
