stop_id,stop_name,stop_lat,stop_lon,LMCI_old,LMCI_new,LMCI_new2,LMCI_mean,Morning_LMCI,Midday_LMCI,Evening_LMCI,density_norm,walkzone_norm,Morning_freq_norm,stop_count_3km,stop_count_800m,demand_count,desert_severity,is_persistent_desert,priority_score,service_class,candidate_rank,covered_demand_points_if_selected,weighted_demand_if_selected,equity_weighted_candidate_score,mclp_selected,mclp_selection_rank,mclp_marginal_weighted_demand,mclp_cumulative_coverage_pct,assigned_demand_count,demand_signal,service_signal,mismatch_class,is_high_demand_low_service,is_possible_overserved,demand_percentile,service_percentile,lmci_gap_raw,lmci_gap_norm,demand_norm,mclp_candidate_norm,temporal_gap,temporal_gap_norm,desert_norm,final_priority_score,priority_band,final_priority_rank
MSP,Moosapet,17.4718855,78.4261182,3.632850184247545,2.5787205635883304,2.5787205635883304,3.632850184247545,2.735732750049712,3.905867669093779,4.256950133599146,0.1386018237082067,0.2857142857142857,0.4392523364485981,274.0,6,4,Partial,False,4.86556296119785,Transit Desert,45,2,2.5,2.8178124371063404,False,,0.0,0.0,0.0,4,2.5787205635883304,Balanced,False,False,16.666666666666664,36.84210526315789,3.88465329659404,0.6356248742126818,0.0851063829787234,0.05687902233956936,1.5212173835494336,0.8363196613022715,0.0,30.98,Low,41
NEM,New Market,17.3734454,78.5031791,3.56624236178109,3.0934933891366576,3.0934933891366576,3.56624236178109,3.329133565005508,4.115512195897018,3.254081324440744,0.3406079027355623,0.3571428571428571,0.3172377985462098,606.3,7,8,Partial,False,4.959702177901212,Transit Desert,23,8,10.0,11.102790744491012,False,,0.0,0.0,0.0,8,3.0934933891366576,Balanced,False,False,42.98245614035088,50.877192982456144,3.369880471045713,0.5513953722455063,0.1702127659574468,0.22411565598595434,0.8614308714562746,0.4467746200501736,0.0,30.87,Low,42
SCR,Secunderabad West,17.4338034,78.4995181,6.1723523164896,6.161456956578252,6.161456956578252,6.1723523164896,6.085051979901851,6.1408195592326,6.2911854103343465,0.443951367781155,0.0714285714285714,0.9484666423918762,776.3,3,37,,False,1.2763938111902695,Moderate,9,14,17.5,17.67290362286773,False,,0.0,0.0,0.0,37,6.161456956578252,High Demand - High Service,False,False,98.24561403508771,96.49122807017544,0.30191690360411805,0.04940103510506532,0.7872340425531915,0.3567368312854864,0.20613343043249532,0.05987997455920967,0.0,30.68,Low,43
TAR,Tarnaka,17.4274418,78.5300079,3.2734144495253985,2.830395520134585,2.830395520134585,3.2734144495253985,3.293495878851163,3.3700806205773066,3.156666849147725,0.4232826747720364,0.3571428571428571,0.2049849119620309,742.3,7,3,Persistent,True,5.373566334810325,Transit Desert,57,0,0.0,0.0,False,,0.0,0.0,0.0,3,2.830395520134585,Balanced,False,False,12.280701754385964,45.614035087719294,3.6329783400477855,0.5944446580174673,0.06382978723404255,0.0,0.21341377142958162,0.0641783660571536,1.0,30.07,Low,44
MSB,Musarambagh,17.3710873,78.5119545,3.827895680215068,3.426859539347112,3.426859539347112,3.827895680215068,3.7943961387588354,4.1169789080806645,3.5723119938057044,0.4832826747720364,0.2857142857142857,0.2730671197960918,841.0,6,11,Partial,False,4.589898188923566,Transit Desert,38,5,6.0,6.596218159778068,False,,0.0,0.0,0.0,11,3.426859539347112,Balanced,False,False,51.75438596491229,64.91228070175438,3.0365143208352583,0.49684846648172276,0.23404255319148937,0.1331481241001176,0.5446669142749601,0.2597537784511106,0.0,26.68,Low,45
PAR,Paradise,17.4434668,78.4862436,4.877889222215239,4.9886988214866514,4.9886988214866514,4.877889222215239,4.954874206753309,4.663838811311117,5.0149546485812895,0.4931914893617021,0.7142857142857143,0.4436577614147708,857.3,12,20,,False,3.1059047790314454,Moderate,27,9,9.5,9.958456938722184,False,,0.0,0.0,0.0,20,4.9886988214866514,High Demand - High Service,False,False,71.05263157894737,85.96491228070175,1.474675038695719,0.24129312564325436,0.425531914893617,0.20101667776968593,0.35111583727017237,0.14547914431677061,0.0,24.36,Low,46
PRN,Prakash Nagar,17.4448889,78.4658749,3.95985357649412,3.78267335170298,3.78267335170298,3.95985357649412,4.165738715450388,3.429154918079954,4.284667095952019,0.2145896656534954,0.2142857142857142,0.7196261682242991,399.0,5,6,Partial,False,4.403397376653516,Transit Desert,36,5,6.25,6.79828571348891,False,,0.0,0.0,0.0,6,3.78267335170298,Low Demand - High Service,False,True,30.701754385964914,75.43859649122807,2.6807005084793905,0.4386285707911272,0.1276595744680851,0.1372269636815852,0.8555121778720647,0.44328015980559365,0.0,24.21,Low,47
PRG,Parade Ground,17.4431943,78.4974687,5.037767094617727,5.400621359542034,5.400621359542034,5.037767094617727,5.136272435221291,4.89164973109233,5.085379117539558,0.40790273556231,1.0,0.5241896893524352,717.0,16,20,,False,2.879943666374596,Moderate,18,11,13.5,13.96950964655036,False,,0.0,0.0,0.0,20,5.400621359542034,High Demand - High Service,False,False,71.05263157894737,89.47368421052632,1.0627525006403369,0.17389246168531897,0.425531914893617,0.28198188097818433,0.24462270412896103,0.08260445503136583,0.0,23.73,Low,48
PUN,Panjagutta,17.4289362,78.450955,4.427957113460942,3.92325813566266,3.92325813566266,4.427957113460942,3.869047074713036,4.918100241369209,4.496724024300583,0.2893617021276595,0.8571428571428571,0.3912739267329702,522.0,14,8,Partial,False,3.741809913284293,Moderate,47,2,2.0,2.1662501762305637,False,,0.0,0.0,0.0,8,3.92325813566266,Balanced,False,False,42.98245614035088,78.94736842105263,2.5401157245197106,0.4156254405764086,0.1702127659574468,0.043726896277541116,1.049053166656173,0.5575488377461215,0.0,23.39,Low,49
LKP,Lakdi-ka-pul,17.4040433,78.4649442,6.336960334164561,6.226414036682479,6.226414036682479,6.336960334164561,6.331672490033994,6.287247979313184,6.391960533146508,0.6597568389057751,0.6428571428571429,0.5975077881619938,1131.3,11,27,,False,1.0437474151184278,Moderate,13,15,15.25,15.368255997856949,False,,0.0,0.0,0.0,27,6.226414036682479,High Demand - High Service,False,False,89.47368421052632,98.24561403508771,0.2369598234998911,0.038772458313753505,0.574468085106383,0.3102163098974702,0.10471255383332423,0.0,0.0,23.28,Low,50
OMC,Osmania Medical College,17.3820769,78.4817011,6.6315512907431104,6.4633738601823705,6.4633738601823705,6.6315512907431104,6.822188449848024,6.822188449848024,6.250276972533283,0.4930091185410334,0.3571428571428571,1.0,857.0,7,22,,False,0.6273914846394646,Moderate,26,8,10.0,10.0,False,,0.0,0.0,0.0,22,6.4633738601823705,High Demand - High Service,False,False,77.19298245614034,100.0,0.0,0.0,0.46808510638297873,0.20185524625613263,0.5719114773147416,0.2758392610105488,0.0,19.51,Low,51
SEC_E,Secunderabad East,17.4357184,78.5054623,5.621931249103743,5.58121314013717,5.58121314013717,5.621931249103743,5.805146758506745,5.226837864064901,5.833809124739586,0.4984802431610942,0.7857142857142857,0.6317578142467468,866.0,13,14,,False,2.0543235831300164,Moderate,32,6,7.5,7.716514803472576,False,,0.0,0.0,0.0,14,5.58121314013717,Balanced,False,False,57.01754385964912,92.98245614035088,0.8821607200452002,0.1443432023150499,0.2978723404255319,0.15576189958940498,0.6069712606746851,0.29653893356358585,0.0,18.64,Low,52
MET,Mettuguda,17.4355207,78.5195754,4.102388167343232,3.655832383268632,3.655832383268632,4.102388167343232,4.304390287782475,3.955575656692548,4.047198557554673,0.5637689969604863,0.3571428571428571,0.2821006114592966,973.4,7,5,Partial,False,4.201948143833645,Moderate,52,1,1.25,1.3648457186433354,False,,0.0,0.0,0.0,5,3.655832383268632,Low Demand - High Service,False,True,23.684210526315788,70.17543859649122,2.8075414769137383,0.4593828745733426,0.10638297872340426,0.027550126863837877,0.34881463108992694,0.14412048747856182,0.0,18.57,Low,53
VOM,Victoria Memorial,17.3618565,78.5439622,4.714851067225545,4.44811421676355,4.44811421676355,4.714851067225545,5.178565618116224,4.614639409754318,4.351348173806091,0.4814589665653495,0.2857142857142857,0.6213891248937977,838.0,6,5,,False,3.336332432048036,Moderate,46,2,2.5,2.6648730349343,False,,0.0,0.0,0.0,5,4.44811421676355,Low Demand - High Service,False,True,23.684210526315788,84.21052631578947,2.015259643418821,0.329746069868599,0.10638297872340426,0.05379186027079907,0.8272174443101328,0.42657464529358496,0.0,18.16,Low,54
CHP,Chaitanyapuri,17.3681501,78.5381335,4.092094327486686,4.089726340472016,4.089726340472016,4.092094327486686,4.536977736918083,4.040181807487525,3.69912343805445,0.3951367781155015,0.6428571428571429,0.4796091758708581,696.0,11,2,Partial,False,4.216496795704874,Moderate,53,1,1.25,1.347096786440631,False,,0.0,0.0,0.0,2,4.089726340472016,Low Demand - High Service,False,True,8.771929824561402,80.7017543859649,2.373647519710355,0.38838714576252387,0.0425531914893617,0.027191855355781846,0.837854298863633,0.4328547584360779,0.0,17.72,Low,55
UPL,Uppal,17.4000665,78.5601868,5.853429164961349,5.3878518876232135,5.3878518876232135,5.853429164961349,6.007002244126921,6.127199776094193,5.426085474662933,0.3598784194528875,0.3571428571428571,0.9626168224299064,638.0,7,7,,False,1.7271393026609916,Moderate,31,6,7.5,7.763972792290219,False,,0.0,0.0,0.0,7,5.3878518876232135,Balanced,False,False,37.719298245614034,87.71929824561403,1.075521972559157,0.17598186152681286,0.14893617021276595,0.1567198639913656,0.7011143014312609,0.35212199569496233,0.0,16.44,Low,56
LBN,L. B. Nagar,17.349846,78.5479412,7.075459601107659,6.0375038391302684,6.0375038391302684,7.075459601107659,7.345944465736372,6.89743161872586,6.983002718860744,1.0,0.5714285714285714,0.4436289735769501,1691.0,10,4,,False,0.0,Well-Connected,54,1,1.25,1.2674207038501693,False,,0.0,0.0,0.0,4,6.0375038391302684,Low Demand - High Service,False,True,16.666666666666664,94.73684210526315,0.42587002105210203,0.06968281540067717,0.0851063829787234,0.025583551828579687,0.4485128470105124,0.2029833846759229,0.0,6.89,Low,57
