total_stations_scored,critical_priority_stations,high_priority_stations,persistent_transit_deserts,high_demand_low_service_stations,top_priority_station,top_priority_score,mclp_coverage_pct_at_k5
57,1,5,39,4,Raidurg,75.86,2.2162895160606837
